text,created_at
"Muchas gracias a todas las hermanas y hermanos que ayer me hicieron llegar sus felicitaciones con tanto cariño por el día de mi cumpleaños. Los llevo en el corazón. #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #gracias #felicidadEsLuis #cumpleaños",2020-09-29
"Desde tempranas horas estamos reunidos con la juventud, plantel docente y representantes de la Facultad del Gran Chaco de la Universidad Juan Misael Saracho y el Instituto Tecnológico de #Yacuiba. Analizamos la difícil situación presupuestaria y sus necesidades de inversión en tecnología.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #juventud #universidad #presupuestouniversitario",2020-09-30
"Las universidades del país están en crisis por la reducción de sus ingresos de IDH y coparticipación tributaria. Garantizar la educación libre y gratuita es una tarea que asumiremos con responsabilidad. #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #educacion #universidad #universidades #coparticipaciontributaria",2020-09-30
"Recibimos la triste noticia de la partida de Joaquín Salvador Lavado Tejón (Q.E.P.D.),humorista gráfico que cruzó fronteras con su arte. Sus dibujos de cuestionamiento a las injusticias inspiran a muchas generaciones. Nos deja su legado que permanecerá por siempre ¡Gracias Quino!
.
.
.
.
.
.
.
#luchoarce #luisarce #quino #mafalda #humor #historieta #educacion #historia",2020-09-30
"Potenciaremos el turismo interno para reavivar las actividades en hoteles, restaurantes, transporte y toda la cadena turística que, a su vez, dinamizará la demanda interna. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #turismo #cadenaturistica #bolivia #elecciones2020",2020-09-30
"Somos el único partido que tiene una propuesta certera para salir de la crisis económica y social. La sustitución de importaciones, el incentivo del turismo interno y la reactivación de nuestros proyectos de industrialización nos permitirán dinamizar la economía nacional.
Retomaremos la inversión pública en los grandes proyectos que tenemos para trasformar #Bolivia y generar miles de empleos sostenibles para nuestros profesionales, jóvenes y toda la población en general. #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #cochabamba #bolivia #elecciones2020 #plandegobierno #propuestasdegobierno",2020-10-01
"Incentivaremos emprendimientos que permitan el diseño de nuevos productos turísticos especializados y variedad de posibles viajeros para apoyar al turismo, uno de los sectores más desatendidos de los últimos meses.
#VamosASalirAdelante
.
.
.
.
.
.#.
.
#luchoarce #luisarce #masipsp #bolivia #turismo #turismointerno #elecciones2020",2020-10-01
"Agradecido con la Univ. Mayor de San Simón donde presentamos nuestro plan para salir de la crisis. Trabajaremos de manera coordinada para formar profesionales que se desempeñen en los grandes proyectos que tenemos para #Bolivia. La #CiudadelaDigital será una realidad.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #cochabamba #universidadsansimon #bolivia #elecciones2020 #jovenes #futuro #juventudboliviana",2020-10-01
"Desde #Cochabamba reivindicamos la lucha por la recuperación de la democracia y la Patria para el pueblo boliviano. Gracias por su respaldo hermanas y hermanos cochalas. ¡El pueblo unido jamás será vencido! ¡Hasta la victoria del 18 de octubre! #VamosASalirAdelante
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #cochabamba #bolivia #elecciones2020",2020-10-01
"Agradecidos con los profesionales de salud pública, deportes y maestros rurales de #Cochabamba, quienes aportan con su trabajo al desarrollo del departamento. Sus propuestas contribuirán a una #Bolivia productiva con justicia social. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #cochabamba",2020-10-01
"¡Gracias, Cochabamba!

Hoy tuvimos una intensa y enriquecedora jornada en #Cochabamba. Antes de irnos a descansar les dejo esta linda cueca que interpreté en la Universidad Mayor de San Simón. Hasta mañana mis hermanas y hermanos. #VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #Luisarce #luchoxbolivia #masipsp # bolivia #elecciones2020 #cochabamba",2020-10-01
"Estamos en un conversatorio con juventudes y representantes de las 16 provincias de #Cochabamba. Analizamos las demandas y planteamientos para el área rural que fue desatendido en los últimos meses #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #cochabamba #campo #campesinos #juventudes #desarrollorural #elecciones2020",2020-10-02
"A partir de este encuentro, confirmamos que con nuestro plan de gobierno responderemos la necesidad de las provincias de fortalecer la producción agrícola. Y promoviendo la implementación de la #CiudadelaDigital, atenderemos la demanda de diversos sectores cochabambinos. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #cochabamba #elcciones2020",2020-10-02
¡Gracias Morochata! Muy fortalecidos por el recibimiento y el cariño de nuestras hermanas y hermanos de la región andina de#Cochabamba . Queremos una #Boliviaproductiva y estamos seguros que con la decisión del pueblo lo vamos a lograr.#VamosASalirAdelante . . . . . . . . #luchoarce#luisarce #masipsp #bolivia #chocabamba#morochata #elecciones2020,2020-10-02
Multitudinaria concentración de mis hermanas y hermanos en #Quillacollo . Unidos proclamamos nuestra victoria el 18 de octubre. Con el pueblo de nuestro lado tenemos la seguridad que sacaremos a #Bolivia de la crisis. ¡Que viva Cochabamba!#VamosASalirAdelante . . . . . . . . #luchoarce#luisarce #masipsp #quillacollo #cochabamba#elecciones2020 #bolivia,2020-10-02
"Muy fortalecidos por el respaldo masivo de#Punata . El 18 de octubre, con el voto de todas y todos, recuperaremos la democracia. Sigamos en la lucha mis hermanas y hermanos hasta nuestra victoria contundente.#VamosASalirAdelante . . . . . . . . . #luchoarcr#luisarce #masipsp #bolivia #cochabamba#punata #elecciones2020",2020-10-02
Un saludo cordial y afectuoso a las y los médicos veterinarios de #Bolivia que ejercen la noble labor de cuidar la salud de todas las mascotas y animalitos en general. ¡Muchas felicidades! . . . . . . . . . . #’luchoarce #luisarce#veterinarios #veterinarias #diadelveterinario#boliviq,2020-10-02
"Nos reunimos con la dirigencia y base social de la Conamype, además de otros sectores productivos de #Cochabamba . Evaluamos la situación crítica actual y escuchamos sus demandas. Nuestro proyecto es, y siempre fue, hacer de #Bolivia un país productivo. Unidos#VamosASalirAdelante . . . . . . . . #luchoarce#luisarce #masipsp #bolivia #elecciones2020#conamype #cochabamba",2020-10-02
Estaremos presentes en el debate de la FAM y CUB para exponer nuestro plan de gobierno de cara al país ¡Rumbo al 18 de octubre! . . . . . . . . . . #luisarce #luchoarce #masipsp #bolivia#elecciones2020 #debate,2020-10-02
Nuestro reconocimiento a todas y todos los profesionales odontólogos que cuidan la sonrisa y la salud bucal del pueblo boliviano. ¡Muchas felicidades! . . . . . . . . #luchoarce#luisarce #masipsp #Bolivia#diadelodontologo #odontologos,2020-10-03
"Gracias a mi hija e hijos por acompañarme al#DebatePresidencial ,ustedes son mi fortaleza. Gracias a quienes nos apoyaron desde sus hogares y a @fambolivia, Confederación Universitaria de Bolivia CUB y medios de comunicación por el espacio. Comprometidos con #Bolivia ,dialogando y con propuestas,#VamosASalirAdelante . . . . . . . . #luchoarce#luisarce #masipsp #bolivia#debatepresidencial #elecciones2020 #futuro",2020-10-03
"En el Día Mundial de los Animales llamamos a la conciencia de la población sobre el respeto de sus derechos, protección y cuidado que merecen los animales en #Bolivia y el mundo. . . . . . . . . . #luisarce #luchoarce #masipsp#diadelanimal #bolivia",2020-10-04
"Con nuestra propuesta de la producción de diésel ecológico proyectamos generar 200 mil empleos directos e indirectos. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #elecciones20120 #propuestas #diesel #biodiesel #ecologia #medioambiente",2020-10-04
"Tenemos un plan para la generación de ""energía distribuida"" a partir de fuentes renovables que permitirá a ciudadanos y empresarios producir su propia energía. #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #elecciones2020 #bolivia #fuentesrenovables",2020-10-04
"Para nosotros los jóvenes van a ser actores fundamentales en nuestro proceso. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #jovenes #futuro",2020-10-04
"El desempleo se abordará preservando los abrirles y generando nuevos empleos. #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #bolivia #empleo #trabajoparabolivia",2020-10-04
"Industrialización del litio con soberanía y generación de nuevos empleos. #VamosASalirAdelante
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #litio #industrialización #trabajo #fuentesdetrabajo #empleo",2020-10-04
"""La pobreza se combate produciendo""
#VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020",2020-10-04
"Las bolivianas y bolivianos, los más humildes, los trabajadores obreros y campesinos, la clase media que se están empobreciendo, nos están dando un mandato: ¡Recuperemos la Patria!
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #patria #recuperarlapatri #democracia #elecciones2020",2020-10-04
"Día de la Cueca Boliviana

En el Día de la Cueca Boliviana nuestro profundo homenaje a nuestra música que tocamos y bailamos con el alma.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #diadelacuecaboliviana #diadelacueca #bolivia",2020-10-04
"Acompañados por diversos sectores de #Rurrenabaque y municipios aledaños, proclamamos la victoria del 18 de octubre. Reactivando los proyectos para turismo, paralizados por el gobierno de facto, y potenciando la actividad agropecuaria superaremos la crisis económica. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #turismo #elecciones2020 #actividadagropecuaria",2020-10-05
"¡Gracias, Trinidad!",2020-10-05
"#Trinidad
Con una gran caminata y masiva concentración, el pueblo trinitario demostró una vez más su respaldo a nuestro proceso. Pronto recuperaremos la democracia en #Bolivia ¡Hasta la Victoria!
.
.
.
.
.
.
.
.
.
.
#Luchoarce #luisarce #masipsp #bolivia #trinidad #beni #elecciones2020",2020-10-05
